pc11_s_id,pc11_d_id,d_name,year,footprint_m2,volume_m3
24,468,Kachchh,2023,1.4775452614638135E9,6.333391401234872E8
24,469,Banas Kantha,2023,2.719219985812925E9,5.74876977432518E8
24,470,Patan,2023,5.821672639900123E8,2.2709966750093874E8
24,471,Mahesana,2023,8.610487013286688E8,4.877329092235745E8
24,472,Sabar Kantha,2023,1.5428083840375342E9,5.538090659668734E8
24,473,Gandhinagar,2023,5.927374838220855E8,4.071107653722907E8
24,474,Ahmadabad,2023,1.0743327731044307E9,1.4552149053141356E9
24,475,Surendranagar,2023,9.759930021632048E8,3.4547060354694617E8
24,476,Rajkot,2023,2.0271019731088696E9,1.3316826618300104E9
24,477,Jamnagar,2023,1.4887549192144337E9,4.755897181728109E8
24,478,Porbandar,2023,3.5421461126283705E8,1.1145457652402586E8
24,479,Junagadh,2023,1.5137102230850987E9,5.401191443112456E8
24,480,Amreli,2023,8.808564169403684E8,3.4123252455824685E8
24,481,Bhavnagar,2023,1.3136600926754634E9,5.432092559020379E8
24,482,Anand,2023,7.351133085711051E8,3.7402848917519724E8
24,483,Kheda,2023,9.358490962590802E8,3.801735150791303E8
24,484,Panch Mahals,2023,1.32660637899092E9,4.4602348090016866E8
24,485,Dohad,2023,9.645045131185852E8,2.702619401652011E8
24,486,Vadodara,2023,1.3078789183675127E9,9.13999227453363E8
24,487,Narmada,2023,2.8299787641050476E8,9.653370435962911E7
24,488,Bharuch,2023,5.0590743950018764E8,4.90457381292632E8
24,489,The Dangs,2023,2.1990202320084634E8,5.2929343544662E7
24,490,Navsari,2023,5.556762359257393E8,2.930190034158809E8
24,491,Valsad,2023,8.761652357551547E8,5.063370903493985E8
24,492,Surat,2023,8.635746861542243E8,1.3217874813725367E9
24,493,Tapi,2023,4.449931471064874E8,1.7567810311685428E8
21,370,Bargarh,2023,4.486832761169348E8,2.2034979471707198E8
21,371,Jharsuguda,2023,2.281952477514897E8,1.4644086312730086E8
21,372,Sambalpur,2023,4.522351638678615E8,2.3247059624428478E8
21,373,Debagarh,2023,1.7466281626829427E8,5.512267092165079E7
21,374,Sundargarh,2023,9.806408589124389E8,4.2626171275095904E8
21,375,Kendujhar,2023,9.0518602014748E8,2.8986612868653536E8
21,376,Mayurbhanj,2023,1.2085846584324448E9,3.872398620286763E8
21,377,Baleshwar,2023,9.41627892726639E8,3.259137033680819E8
21,378,Bhadrak,2023,5.079495422130784E8,1.6179131225627294E8
21,379,Kendrapara,2023,4.183921645735065E8,1.4089462254763475E8
21,380,Jagatsinghapur,2023,3.9039221809684044E8,1.5804593744275144E8
21,381,Cuttack,2023,6.586246910855354E8,3.922677646632794E8
21,382,Jajapur,2023,5.561080771382393E8,2.874263764586429E8
21,383,Dhenkanal,2023,4.160117877654488E8,2.0195845525192264E8
21,384,Anugul,2023,5.509546622586473E8,2.7991222474801356E8
21,385,Nayagarh,2023,2.9114267972079885E8,1.253317864920702E8
21,386,Khordha,2023,5.726342080035423E8,5.072573052918961E8
21,387,Puri,2023,5.1297171343362063E8,2.2221795113529974E8
21,388,Ganjam,2023,7.440776279617226E8,4.21356587502411E8
21,389,Gajapati,2023,3.022448201648782E8,7.000658885989861E7
21,390,Kandhamal,2023,4.2768305923678E8,8.794291354683927E7
21,391,Baudh,2023,1.7509625999083945E8,5.191835189321254E7
21,392,Subarnapur,2023,1.8845672680902267E8,7.265399157534343E7
21,393,Balangir,2023,5.467433225947418E8,2.266404356965204E8
21,394,Nuapada,2023,2.821440895614851E8,9.18997519413055E7
21,395,Kalahandi,2023,5.409189549885762E8,2.0878929846317565E8
21,396,Rayagada,2023,3.386813077319317E8,1.0807562218913595E8
21,397,Nabarangapur,2023,4.6055701086555994E8,1.477287364740454E8
21,398,Koraput,2023,4.6416423816357225E8,1.7260212821423367E8
21,399,Malkangiri,2023,3.2611479546819854E8,7.175782740113536E7
22,400,Koriya,2023,4.7842489146061575E8,1.2020187647849473E8
22,401,Surguja,2023,1.9011807901933212E9,5.323207159008976E8
22,402,Jashpur,2023,6.087467547589729E8,1.6685677099460834E8
22,403,Raigarh,2023,5.869130065346508E8,3.4076474357408106E8
22,404,Korba,2023,5.599587334970819E8,2.2843526900613526E8
22,405,Janjgir - Champa,2023,5.493502743244908E8,2.902217702652862E8
22,406,Bilaspur,2023,1.0792339847282324E9,4.3955928245806026E8
22,407,Kabeerdham,2023,3.8208870066959256E8,1.2569045267388484E8
22,408,Rajnandgaon,2023,6.551371579174939E8,3.0460302739650524E8
22,409,Durg,2023,1.0150118692705231E9,6.646137339198564E8
22,410,Raipur,2023,1.270219997096986E9,8.54850263916845E8
22,411,Mahasamund,2023,4.1091926482388175E8,2.0171769856219393E8
22,412,Dhamtari,2023,2.8427542031059664E8,1.624352349851298E8
22,413,Uttar Bastar Kanker,2023,5.186588829519378E8,1.463167195563695E8
22,414,Bastar,2023,9.893190633082836E8,2.4334368322333413E8
22,415,Narayanpur,2023,1.3980695678747705E8,2.2307173681833483E7
22,416,Dakshin Bastar Dantewada,2023,4.8730236630442333E8,9.317707533712469E7
22,417,Bijapur,2023,2.618631023551624E8,4.368755381771101E7
23,418,Sheopur,2023,2.6176994650145143E8,8.966663653547832E7
23,419,Morena,2023,4.977574417005898E8,2.381488853509824E8
23,420,Bhind,2023,4.099675597981847E8,1.8973297637347698E8
23,421,Gwalior,2023,4.3648343188260186E8,3.037274882371302E8
23,422,Datia,2023,2.6933770609285384E8,1.0499083722456144E8
23,423,Shivpuri,2023,8.149177520356617E8,2.1078711163953915E8
23,424,Tikamgarh,2023,6.926297462169155E8,2.214271248167756E8
23,425,Chhatarpur,2023,8.025417530178387E8,2.7679644520456165E8
23,426,Panna,2023,4.1784693528135353E8,1.385921966320644E8
23,427,Sagar,2023,8.408801998379214E8,3.349181582495978E8
23,428,Damoh,2023,4.624690271921837E8,1.5448589263548428E8
23,429,Satna,2023,9.232383260027916E8,3.62491430876114E8
23,430,Rewa,2023,1.0927695650208948E9,3.877101577190184E8
23,431,Umaria,2023,3.7373998324962854E8,1.033345137373121E8
23,432,Neemuch,2023,4.011932965359069E8,1.5957471574167526E8
23,433,Mandsaur,2023,6.16689190950766E8,2.492761513791489E8
23,434,Ratlam,2023,6.75568243412186E8,2.3364546338017738E8
23,435,Ujjain,2023,7.094950715888634E8,3.4927360041184914E8
23,436,Shajapur,2023,6.565864471441865E8,2.695408295915214E8
